"","X","ncbi_name","phylotree_tip_label","img_id","ncbi_acc","kegg_abb","trnadb_name","families","ecosystem","habitat"
"3044",3044,"Anaplasma centrale str. Israel","t646311905",646311905,"GCA_000024505.1","aph","Anaplasma centrale str. Israel","Alphaproteobacteria","","Host"
"3046",3046,"Anaplasma marginale str. St. Maries","t637000008",637000008,"GCA_000011945.1","amf","Anaplasma marginale str. St. Maries","Alphaproteobacteria","Host-associated","Host"
"3050",3050,"Ehrlichia canis str. Jake","t637000097",637000097,"GCA_000012565.1","ech","Ehrlichia canis str. Jake","Alphaproteobacteria","Host-associated","Host"
"3052",3052,"Ehrlichia chaffeensis str. Arkansas","t637000098",637000098,"GCA_000013145.1","echa","Ehrlichia chaffeensis str. Arkansas","Alphaproteobacteria","Host-associated","Host"
"3054",3054,"Ehrlichia ruminantium str. Welgevonden","t639279309",639279309,"GCA_000026005.1","erw","Ehrlichia ruminantium str. Welgevonden","Alphaproteobacteria","Host-associated","Host"
"3057",3057,"Sphingobium sp. SYK-6","t2511231055",2511231055,"GCA_000283515.1","syb","Sphingobium sp. SYK-6","Alphaproteobacteria","Engineered","Soil"
"3059",3059,"Sphingobium japonicum UT26S","t646564570",646564570,"GCA_000091125.1","sch","Sphingobium japonicum UT26S","Alphaproteobacteria","Environmental","Soil"
"3061",3061,"Erythrobacter litoralis HTCC2594","t637000103",637000103,"GCA_000013005.1","ery","Erythrobacter litoralis HTCC2594","Alphaproteobacteria","Environmental","Aquatic, Marine"
"3065",3065,"Novosphingobium sp. PP1Y","t650716068",650716068,"GCA_000253255.1","npn","Novosphingobium sp. PP1Y","Alphaproteobacteria","","Fresh water, Host, Soil"
"3067",3067,"Novosphingobium aromaticivorans DSM 12444","t640427126",640427126,"GCA_000013325.1","npp","Novosphingobium aromaticivorans DSM 12444","Alphaproteobacteria","Environmental","Aquatic, Fresh water, Host, Soil"
"3068",3068,"Sphingopyxis alaskensis RB2256","t637000271",637000271,"GCA_000013985.1","sphk","Sphingopyxis alaskensis RB2256","Alphaproteobacteria","Environmental","Marine"
"3069",3069,"Zymomonas mobilis subsp. pomaceae ATCC 29192","t650716107",650716107,"GCA_000218875.1","nar","Zymomonas mobilis subsp. pomaceae ATCC 29192","Alphaproteobacteria","Engineered",""
"3072",3072,"Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821","t637000356",637000356,"GCA_000007105.1","zmn","Zymomonas mobilis subsp. mobilis ZM4 ATCC 31821","Alphaproteobacteria","Engineered",""
"3073",3073,"Sphingomonas wittichii RW1","t640427144",640427144,"GCA_000016765.1","sphm","Sphingomonas wittichii RW1","Alphaproteobacteria","Environmental","Aquatic, Fresh water"
"3074",3074,"Candidatus Puniceispirillum marinum IMCC1322","t646564516",646564516,"GCA_000024465.1","afe","Candidatus Puniceispirillum marinum IMCC1322","Alphaproteobacteria","Environmental","Aquatic, Marine"
"3077",3077,"Micavibrio aeruginosavorus ARL-13","t2511231069",2511231069,"GCA_000226315.1","man","Micavibrio aeruginosavorus ARL-13","Alphaproteobacteria","Host-associated","Biofilm, Host"
"3078",3078,"Rhodospirillum centenum SW","t643348571",643348571,"GCA_000016185.1","rpm","Rhodospirillum centenum SW ATCC 51521","Alphaproteobacteria","Engineered","Fresh water"
"3079",3079,"Azospirillum sp. B510","t646311907",646311907,"GCA_000010725.1","ali","Azospirillum sp. B510","Alphaproteobacteria","Host-associated","Rhizosphere, Soil, Terrestrial"
"3080",3080,"Azospirillum brasilense","t2511231222",2511231222,"GCA_000632475.2","ati","Azospirillum brasilense Az39","Alphaproteobacteria","","Rhizosphere, Soil"
"3081",3081,"Azospirillum lipoferum 4B","t2511231221",2511231221,"GCA_000283655.1","abs","Azospirillum lipoferum 4B","Alphaproteobacteria","Environmental","Rhizosphere, Soil"
"3082",3082,"Magnetospirillum magneticum AMB-1","t637000155",637000155,"GCA_000009985.1","mgy","Magnetospirillum magneticum AMB-1","Alphaproteobacteria","Environmental","Aquatic, Fresh water, Host, Ponds"
"3083",3083,"Rhodospirillum rubrum F11","t2511231162",2511231162,"GCA_000225955.1","rce","Rhodospirillum rubrum F11","Alphaproteobacteria","Engineered",""
"3084",3084,"Rhodospirillum rubrum ATCC 11170","t637000241",637000241,"GCA_000013085.1","rrf","Rhodospirillum rubrum ATCC 11170","Alphaproteobacteria","","Fresh water"
"3085",3085,"Gluconobacter oxydans 621H","t637000122",637000122,"GCA_000011685.1","goh","Gluconobacter oxydans 621H","Alphaproteobacteria","","Beer, Fruits, Plants, Wine"
"3086",3086,"Gluconacetobacter diazotrophicus PA1 5","t641228493",641228493,"GCA_000021325.1","gxy","Gluconacetobacter diazotrophicus PA1 5","Alphaproteobacteria","Host-associated","Host"
"3096",3096,"Acetobacter pasteurianus IFO 3283-32","t646862307",646862307,"GCA_000010925.1","apk","Acetobacter pasteurianus IFO 3283-32 IFO 3283 substr. IFO 3283-32","Alphaproteobacteria","Engineered",""
"3100",3100,"Acidiphilium cryptum JF-5","t640427101",640427101,"GCA_000016725.1","amv","Acidiphilium cryptum JF-5","Alphaproteobacteria","Environmental","Acid mine drainage, Aquatic, Fresh water, Hydrothermal vent, Sediment"
"3103",3103,"Granulibacter bethesdensis CGDNIH1","t637000123",637000123,"GCA_000014285.1","gbh","Granulibacter bethesdensis CGDNIH1","Alphaproteobacteria","Host-associated","Host, Lymph nodes"
"3104",3104,"Parvularcula bermudensis HTCC2503","t648028050",648028050,"GCA_000152825.2","mgm","Parvularcula bermudensis HTCC2503","Alphaproteobacteria","Environmental","Aquatic, Marine"
"3105",3105,"Hyphomonas neptunium ATCC 15444","t637000135",637000135,"GCA_000013025.1","hba","Hyphomonas neptunium ATCC 15444","Alphaproteobacteria","Environmental","Aquatic, Marine"
"3106",3106,"Hirschia baltica ATCC 49814","t644736375",644736375,"GCA_000023785.1","hbc","Hirschia baltica ATCC 49814","Alphaproteobacteria","Environmental","Aquatic, Marine"
"3108",3108,"Maricaulis maris MCS10","t637000157",637000157,"GCA_000014745.1","hne","Maricaulis maris MCS10","Alphaproteobacteria","Environmental","Fresh water"
"3109",3109,"Phenylobacterium zucineum HLK1","t642555147",642555147,"GCA_000017265.1","bsb","Phenylobacterium zucineum HLK1","Alphaproteobacteria","Host-associated","Host"
"3110",3110,"Caulobacter sp. K31","t641522612",641522612,"GCA_000019145.1","cse","Caulobacter sp. K31","Alphaproteobacteria","Environmental","Fresh water"
"3111",3111,"Caulobacter segnis ATCC 21756","t646564519",646564519,"GCA_000092285.1","chq","Caulobacter segnis ATCC 21756","Alphaproteobacteria","Environmental","Fresh water, Soil"
"3112",3112,"Caulobacter crescentus CB15","t637000061",637000061,"GCA_000006905.1","ccs","Caulobacter crescentus CB15","Alphaproteobacteria","Environmental","Aquatic, Fresh water, Marine, Ponds, Soil"
"3114",3114,"Asticcacaulis excentricus CB 48","t649633007",649633007,"GCA_000175215.2","sil","Asticcacaulis excentricus CB 48","Alphaproteobacteria","Environmental","Fresh water"
"3116",3116,"Brevundimonas subvibrioides ATCC 15264","t648028010",648028010,"GCA_000144605.1","brd","Brevundimonas subvibrioides ATCC 15264","Alphaproteobacteria","Environmental","Aquatic, Fresh water, Ponds"
"3120",3120,"Rhodobacter sphaeroides ATCC 17025","t640427138",640427138,"GCA_000016405.1","rsk","Rhodobacter sphaeroides ATCC 17025","Alphaproteobacteria","",""
"3123",3123,"Rhodobacter sphaeroides ATCC 17029","t640069328",640069328,"GCA_000015985.1","rsq","Rhodobacter sphaeroides ATCC 17029","Alphaproteobacteria","",""
"3126",3126,"Paracoccus denitrificans PD1222","t639633048",639633048,"GCA_000203895.1","pami","Paracoccus denitrificans PD1222","Alphaproteobacteria","","Sewage plant, Soil"
"3128",3128,"Rhodobacter capsulatus SB 1003","t646564563",646564563,"GCA_000021865.1","jan","Rhodobacter capsulatus SB 1003","Alphaproteobacteria","Environmental","Soil"
"3129",3129,"Ketogulonicigenium vulgare Y25","t649633059",649633059,"GCA_000164885.1","kvl","Ketogulonicigenium vulgare Y25","Alphaproteobacteria","Environmental","Soil, Terrestrial"
"3130",3130,"Ketogulonicigenium vulgare WSH-001","t2511231188",2511231188,"GCA_000223375.1","psf","Ketogulonicigenium vulgare WSH-001","Alphaproteobacteria","","Soil"
"3132",3132,"Jannaschia sp. CCS1","t637000137",637000137,"GCA_000013565.1","rde","Jannaschia sp. CCS1","Alphaproteobacteria","Environmental","Aquatic, Marine"
"3135",3135,"Ruegeria pomeroyi DSS-3","t637000267",637000267,"GCA_000011965.2","sit","Ruegeria pomeroyi DSS-3","Alphaproteobacteria","Environmental","Aquatic, Fresh water"
"3139",3139,"Phaeobacter gallaeciensis DSM 26640","t641380432",641380432,"GCA_000511385.1","oat","Phaeobacter gallaeciensis DSM 26640","Alphaproteobacteria","Environmental",""
"3144",3144,"Leisingera methylohalidivorans DSM 14336","t2512564009",2512564009,"GCA_000511355.1","red","Leisingera methylohalidivorans DSM 14336 MB2","Alphaproteobacteria","Environmental","Aquatic, Sea water"
"3146",3146,"Ruegeria sp. TM1040","t637000268",637000268,"GCA_000014065.1","rsp","Ruegeria sp. TM1040","Alphaproteobacteria","Host-associated","Host, Marine"
"3147",3147,"Roseobacter denitrificans OCh 114","t639633056",639633056,"GCA_000014045.1","rli","Roseobacter denitrificans OCh 114","Alphaproteobacteria","Host-associated","Fresh water, Host"
"3164",3164,"Parvibaculum lavamentivorans DS-1","t640753040",640753040,"GCA_000017565.1","sme","Parvibaculum lavamentivorans DS-1","Alphaproteobacteria","Engineered","Host, Sludge"
"3165",3165,"Rhodomicrobium vannielii ATCC 17100","t649633090",649633090,"GCA_000166055.1","phl","Rhodomicrobium vannielii ATCC 17100","Alphaproteobacteria","",""
"3166",3166,"Hyphomicrobium denitrificans 1NES1","t2506783045",2506783045,"GCA_000230975.3","hmc","Hyphomicrobium denitrificans 1NES1","Alphaproteobacteria","","Soil"
"3167",3167,"Hyphomicrobium denitrificans ATCC 51888","t648028034",648028034,"GCA_000143145.1","hdt","Hyphomicrobium denitrificans ATCC 51888","Alphaproteobacteria","","Fresh water"
"3168",3168,"Hyphomicrobium sp. MC1","t650716042",650716042,"GCA_000253295.1","hni","Hyphomicrobium sp. MC1","Alphaproteobacteria","","Aquatic, Soil, Wastewater"
"3169",3169,"Pelagibacterium halotolerans B2","t2511231054",2511231054,"GCA_000230555.1","fil","Pelagibacterium halotolerans B2","Alphaproteobacteria","Environmental","Aquatic, Marine"
"3170",3170,"Polymorphum gilvum SL003B-26A1","t2512047034",2512047034,"GCA_000192745.1","pub","Polymorphum gilvum SL003B-26A1","Alphaproteobacteria","Environmental","Soil"
"3178",3178,"Chelativorans sp. BNC1","t637000160",637000160,"GCA_000014245.1","hoe","Chelativorans sp. BNC1","Alphaproteobacteria","Engineered","Host"
"3179",3179,"Mesorhizobium loti MAFF303099","t637000159",637000159,"GCA_000009625.1","mci","Mesorhizobium loti MAFF303099","Alphaproteobacteria","Host-associated","Host"
"3180",3180,"Mesorhizobium opportunistum WSM2075","t2503198000",2503198000,"GCA_000176035.2","mam","Mesorhizobium opportunistum WSM2075","Alphaproteobacteria","Host-associated","Host, Rhizosphere, Root nodule"
"3181",3181,"Mesorhizobium australicum WSM2073","t2509276022",2509276022,"GCA_000230995.3","mes","Mesorhizobium australicum WSM2073","Alphaproteobacteria","Host-associated","Host, Plant root, Rhizosphere, Root nodule"
"3189",3189,"Mesorhizobium ciceri biovar biserrulae WSM1271","t649633066",649633066,"GCA_000185905.1","mop","Mesorhizobium ciceri biovar biserrulae WSM1271","Alphaproteobacteria","Host-associated","Host, Plant root, Rhizosphere, Root nodule, Soil"
"3190",3190,"Bartonella henselae str. Houston-1","t637000027",637000027,"GCA_000046705.1","bhn","Bartonella henselae str. Houston-1","Alphaproteobacteria","Host-associated","Host"
"3191",3191,"Bartonella quintana str. Toulouse","t637000028",637000028,"GCA_000046685.1","bqr","Bartonella quintana str. Toulouse","Alphaproteobacteria","Host-associated","Gut of the body louse, Host"
"3192",3192,"Bartonella tribocorum CIP 105476","t641228478",641228478,"GCA_000196435.1","btx","Bartonella tribocorum CIP 105476","Alphaproteobacteria","Host-associated","Host"
"3193",3193,"Bartonella grahamii as4aup","t644736328",644736328,"GCA_000022725.1","bcd","Bartonella grahamii as4aup","Alphaproteobacteria","Host-associated","Blood, Host"
"3194",3194,"Bartonella clarridgeiae 73","t649633014",649633014,"GCA_000253015.1","baus","Bartonella clarridgeiae 73","Alphaproteobacteria","Host-associated","Host"
"3195",3195,"Bartonella bacilliformis KC583","t639633009",639633009,"GCA_000015445.1","btr","Bartonella bacilliformis KC583 ATCC 35685","Alphaproteobacteria","Host-associated","Blood, Host"
"3196",3196,"Ochrobactrum anthropi ATCC 49188","t640753038",640753038,"GCA_000017405.1","oah","Ochrobactrum anthropi ATCC 49188","Alphaproteobacteria","Engineered","Host, Sludge, Soil, Terrestrial"
"3204",3204,"Brucella abortus A13334","t2511231108",2511231108,"GCA_000238175.1","babo","Brucella abortus A13334","Alphaproteobacteria","Host-associated","Host"
"3232",3232,"Brucella abortus bv. 1 str. 9-941","t637000039",637000039,"GCA_000008145.1","bmc","Brucella abortus bv. 1 str. 9-941","Alphaproteobacteria","Host-associated","Host"
"3244",3244,"Sinorhizobium fredii NGR234","t643692032",643692032,"GCA_000018545.1","sfh","Sinorhizobium fredii NGR234","Alphaproteobacteria","Host-associated","Host, Plant root, Root nodule"
"3245",3245,"Sinorhizobium medicae WSM419","t640753051",640753051,"GCA_000017145.1","rhi","Sinorhizobium medicae WSM419","Alphaproteobacteria","Host-associated","Host, Plant root, Rhizosphere, Root nodule, Soil"
"3249",3249,"Sinorhizobium meliloti BL225C","t648276728",648276728,"GCA_000147775.3","smx","Sinorhizobium meliloti BL225C","Alphaproteobacteria","Environmental","Host, Plant root, Root nodule, Soil"
"3257",3257,"Agrobacterium vitis S4","t643348505",643348505,"GCA_000016285.1","agr","Agrobacterium vitis S4","Alphaproteobacteria","Host-associated","Host, Root nodule"
"3258",3258,"Agrobacterium sp. H13-3","t650716007",650716007,"GCA_000192635.1","ret","Agrobacterium sp. H13-3","Alphaproteobacteria","Host-associated","Host, Rhizosphere, Soil"
"3260",3260,"Agrobacterium fabrum str. C58","t639279302",639279302,"GCA_000092025.1","ara","Agrobacterium fabrum str. C58","Alphaproteobacteria","Host-associated","Host, Root nodule"
"3261",3261,"Rhizobium leguminosarum bv. trifolii WSM2304","t643348569",643348569,"GCA_000021345.1","rlg","Rhizobium leguminosarum bv. trifolii WSM2304","Alphaproteobacteria","Host-associated","Host, Plant root, Root nodule, Soil"
"3268",3268,"Rhizobium etli CIAT 652","t642555152",642555152,"GCA_000020265.1","rel","Rhizobium etli CIAT 652","Alphaproteobacteria","Host-associated","Host, Plant root, Root nodule"
"3269",3269,"Rhizobium etli CFN 42","t640427137",640427137,"GCA_000092045.1","rec","Rhizobium etli CFN 42","Alphaproteobacteria","Host-associated","Host, Plant root, Root nodule"
"3270",3270,"Rhizobium leguminosarum bv. trifolii WSM1325","t644736401",644736401,"GCA_000023185.1","rlb","Rhizobium leguminosarum bv. trifolii WSM1325","Alphaproteobacteria","Environmental","Host, Plant root, Root nodule, Soil"
"3275",3275,"Rhizobium leguminosarum bv. trifolii CB782","t2510065076",2510065076,"GCA_000520875.1","rtr","Rhizobium leguminosarum bv. trifolii CB782","Alphaproteobacteria","","Host, Plant root, Root nodule, Soil"
"3279",3279,"Rhizobium leguminosarum bv. trifolii WSM1689","t2510065019",2510065019,"GCA_000517605.1","rlu","Rhizobium leguminosarum bv. trifolii WSM1689","Alphaproteobacteria","Host-associated","Host, Plant root, Root nodule, Soil"
"3280",3280,"Rhizobium leguminosarum bv. viciae 3841","t639633055",639633055,"GCA_000009265.1","rlt","Rhizobium leguminosarum bv. viciae 3841","Alphaproteobacteria","Host-associated","Host, Plant root, Root nodule"
"3281",3281,"Agrobacterium radiobacter K84","t643348504",643348504,"GCA_000016265.1","atf","Agrobacterium radiobacter K84","Alphaproteobacteria","Host-associated","Host, Root nodule"
"3282",3282,"Candidatus Liberibacter solanacearum CLso-ZC1","t649633029",649633029,"GCA_000183665.1","lcc","Candidatus Liberibacter solanacearum CLso-ZC1","Alphaproteobacteria","Host-associated","Host"
"3283",3283,"Candidatus Liberibacter asiaticus str. psy62","t644736336",644736336,"GCA_000023765.2","laa","Candidatus Liberibacter asiaticus str. psy62","Alphaproteobacteria","Host-associated","Host"
"3284",3284,"Methylobacterium sp. 4-46","t641522639",641522639,"GCA_000019365.1","mpo","Methylobacterium sp. 4-46","Alphaproteobacteria","Host-associated","Host, Root nodule"
"3285",3285,"Methylobacterium nodulans ORS 2060","t643348564",643348564,"GCA_000022085.1","mor","Methylobacterium nodulans ORS 2060","Alphaproteobacteria","Host-associated","Host, Plant root, Root nodule"
"3286",3286,"Methylobacterium radiotolerans JCM 2831","t641522638",641522638,"GCA_000019725.1","met","Methylobacterium radiotolerans JCM 2831","Alphaproteobacteria","Host-associated","Host"
"3287",3287,"Methylobacterium populi BJ001","t642555139",642555139,"GCA_000019945.1","mno","Methylobacterium populi BJ001","Alphaproteobacteria","Host-associated","Endophyte, Host"
"3290",3290,"Methylobacterium extorquens CM4","t643348563",643348563,"GCA_000021845.1","mrd","Methylobacterium extorquens CM4","Alphaproteobacteria","Environmental","Soil"
"3293",3293,"Beijerinckia indica subsp. indica ATCC 9039","t641522606",641522606,"GCA_000019845.1","msl","Beijerinckia indica subsp. indica ATCC 9039","Alphaproteobacteria","Environmental","Soil"
"3294",3294,"Methylocella silvestris BL2","t643348565",643348565,"GCA_000021745.1","chel","Methylocella silvestris BL2","Alphaproteobacteria","Environmental",""
"3297",3297,"Starkeya novella DSM 506","t648028054",648028054,"GCA_000092925.1","mex","Starkeya novella DSM 506","Alphaproteobacteria","Environmental","Soil"
"3298",3298,"Xanthobacter autotrophicus Py2","t640753059",640753059,"GCA_000017645.1","azc","Xanthobacter autotrophicus Py2","Alphaproteobacteria","Environmental","Aquatic, Fresh water, Sediment, Soil"
